product_name,product_id,category,buy_price,sell_price,stock,profit_per_item
"Sanford Markers, Easy-Erase",OFF-AR-10003012,Art,23.99,28.79,9,4.8
"Sauder 3-Shelf Cabinet, Pine",FUR-BO-10002812,Bookcases,150.99,181.19,12,30.2
"Safco Stackable Bookrack, Traditional",FUR-BO-10004824,Bookcases,133.99,164.81,19,30.82
"Breville Coffee Grinder, Black",OFF-AP-10002413,Appliances,60.99,67.7,12,6.71
"OIC Rubber Bands, Metal",OFF-FA-10001051,Fasteners,16.99,21.92,4,4.93
"Memorex Keyboard, USB",TEC-AC-10001187,Accessories,71.99,85.67,15,13.68
"Enermax Router, USB",TEC-AC-10003403,Accessories,258.99,295.25,7,36.26
"Kleencut Ruler, Easy Grip",OFF-SU-10001813,Supplies,14.99,18.74,7,3.75
"Stanley Canvas, Water Color",OFF-AR-10000399,Art,52.99,63.06,5,10.07
"Dania Library with Doors, Pine",FUR-BO-10002708,Bookcases,363.99,469.55,19,105.56
"BIC Highlighters, Easy-Erase",OFF-AR-10000502,Art,18.99,21.65,5,2.66
"Harbour Creations Rocking Chair, Black",FUR-CH-10000857,Chairs,129.99,144.29,19,14.3
"Acco Index Tab, Clear",OFF-BI-10002738,Binders,7.99,9.67,15,1.68
"Elite Ruler, Easy Grip",OFF-SU-10000429,Supplies,14.99,17.69,15,2.7
"Cardinal Binder Covers, Durable",OFF-BI-10000308,Binders,13.99,16.51,3,2.52
"Brother Wireless Fax, High-Speed",TEC-CO-10003523,Copiers,319.99,396.79,2,76.8
"Bush Classic Bookcase, Metal",FUR-BO-10003541,Bookcases,370.99,437.77,1,66.78
"Binney & Smith Sketch Pad, Water Color",OFF-AR-10001777,Art,49.99,61.99,10,12.0
"HP Personal Copier, Color",TEC-CO-10001425,Copiers,106.99,134.81,0,27.82
"Apple Signal Booster, with Caller ID",TEC-PH-10002597,Phones,136.99,153.43,1,16.44
"Ibico Hole Reinforcements, Recycled",OFF-BI-10001833,Binders,6.99,8.6,9,1.61
"Cardinal Hole Reinforcements, Durable",OFF-BI-10003124,Binders,6.99,8.25,1,1.26
"Ibico Index Tab, Durable",OFF-BI-10004028,Binders,8.99,10.34,17,1.35
"Tenex Folders, Blue",OFF-ST-10001576,Storage,13.99,15.95,1,1.96
"Green Bar Parchment Paper, 8.5 x 11",OFF-PA-10004034,Paper,20.99,26.24,18,5.25
"Belkin Keyboard, USB",TEC-AC-10004791,Accessories,75.99,84.35,8,8.36
"Stiletto Ruler, Easy Grip",OFF-SU-10003509,Supplies,15.99,18.87,5,2.88
"Wilson Jones Index Tab, Economy",OFF-BI-10000620,Binders,5.99,6.71,17,0.72
"Eldon Box, Single Width",OFF-ST-10004702,Storage,8.99,11.06,12,2.07
"Samsung Speaker Phone, Full Size",TEC-PH-10004810,Phones,124.99,146.24,11,21.25
"SAFCO Bag Chairs, Black",FUR-CH-10003248,Chairs,41.99,46.61,3,4.62
"SanDisk Memory Card, Erganomic",TEC-AC-10003335,Accessories,109.99,126.49,16,16.5
"Nokia Signal Booster, Cordless",TEC-PH-10003137,Phones,138.99,155.67,17,16.68
"Binney & Smith Canvas, Water Color",OFF-AR-10002454,Art,54.99,62.69,7,7.7
"SanDisk Router, Bluetooth",TEC-AC-10000089,Accessories,255.99,291.83,1,35.84
"Cardinal Binder, Economy",OFF-BI-10001384,Binders,11.99,13.19,20,1.2
"Eaton Cards & Envelopes, Premium",OFF-PA-10001971,Paper,44.99,53.54,6,8.55
"SanDisk Cards & Envelopes, Premium",OFF-PA-10001223,Paper,43.99,51.03,2,7.04
"Belkin Keyboard, Erganomic",TEC-AC-10002122,Accessories,81.99,91.01,12,9.02
"Hamilton Beach Refrigerator, Silver",OFF-AP-10002904,Appliances,450.99,586.29,5,135.3
"Cuisinart Blender, Black",OFF-AP-10003577,Appliances,65.99,73.91,15,7.92
"Motorola Audio Dock, VoIP",TEC-PH-10003683,Phones,172.99,223.16,11,50.17
"Rogers Box, Blue",OFF-ST-10003305,Storage,23.99,29.27,17,5.28
"Enermax Numeric Keypad, USB",TEC-AC-10003463,Accessories,54.99,65.99,2,11.0
"Eldon Shelving, Industrial",OFF-ST-10002759,Storage,43.99,56.31,8,12.32
"Logitech Numeric Keypad, Programmable",TEC-AC-10003334,Accessories,47.99,54.23,3,6.24
"Deflect-O Clock, Erganomic",FUR-FU-10004604,Furnishings,48.99,58.79,19,9.8
"Epson Printer, Red",TEC-MA-10000753,Machines,220.99,262.98,3,41.99
"Hoover Toaster, Black",OFF-AP-10001266,Appliances,74.99,86.99,1,12.0
"Hoover Coffee Grinder, Black",OFF-AP-10000226,Appliances,60.99,74.41,8,13.42
"Elite Ruler, High Speed",OFF-SU-10002346,Supplies,13.99,16.93,8,2.94
"Logitech Flash Drive, Erganomic",TEC-AC-10003343,Accessories,27.99,31.35,16,3.36
"Fellowes Folders, Single Width",OFF-ST-10000020,Storage,25.99,28.85,13,2.86
"Ikea 3-Shelf Cabinet, Mobile",FUR-BO-10001834,Bookcases,144.99,163.84,19,18.85
"Kleencut Trimmer, High Speed",OFF-SU-10002357,Supplies,40.99,53.29,17,12.3
"Brother Copy Machine, Laser",TEC-CO-10001567,Copiers,222.99,278.74,6,55.75
"Novimex Color Coded Labels, 5000 Label Set",OFF-LA-10003210,Labels,12.99,16.89,8,3.9
"Deflect-O Door Stop, Erganomic",FUR-FU-10004459,Furnishings,42.99,55.03,9,12.04
"HP Fax Machine, Laser",TEC-CO-10000967,Copiers,299.99,344.99,14,45.0
"Motorola Signal Booster, VoIP",TEC-PH-10004772,Phones,142.99,168.73,3,25.74
"Deflect-O Stacking Tray, Durable",FUR-FU-10001775,Furnishings,17.99,20.33,3,2.34
"HP Ink, Laser",TEC-CO-10002232,Copiers,63.99,70.39,10,6.4
"Epson Calculator, Wireless",TEC-MA-10004584,Machines,22.99,28.28,12,5.29
"Eldon Box, Wire Frame",OFF-ST-10000355,Storage,8.99,10.61,11,1.62
"Stanley Pens, Easy-Erase",OFF-AR-10002433,Art,9.99,12.89,14,2.9
"Harbour Creations Round Labels, Laser Printer Compatible",OFF-LA-10001169,Labels,6.99,9.09,13,2.1
"Stanley Sketch Pad, Blue",OFF-AR-10004881,Art,43.99,52.35,9,8.36
"Hon Round Labels, Alphabetical",OFF-LA-10002490,Labels,5.99,7.25,11,1.26
"Dania Stackable Bookrack, Traditional",FUR-BO-10001621,Bookcases,120.99,136.72,13,15.73
"BIC Highlighters, Fluorescent",OFF-AR-10001606,Art,19.99,24.19,16,4.2
"Motorola Office Telephone, Full Size",TEC-PH-10004552,Phones,61.99,79.97,19,17.98
"Logitech Keyboard, Erganomic",TEC-AC-10003327,Accessories,69.99,85.39,19,15.4
"Wilson Jones Hole Reinforcements, Economy",OFF-BI-10000844,Binders,1.99,2.43,6,0.44
"Hon Steel Folding Chair, Set of Two",FUR-CH-10000105,Chairs,32.99,37.28,8,4.29
"SanDisk Cards & Envelopes, 8.5 x 11",OFF-PA-10002043,Paper,52.99,67.83,1,14.84
"Avery Binder, Recycled",OFF-BI-10001804,Binders,12.99,16.24,17,3.25
"Novimex Bag Chairs, Set of Two",FUR-CH-10004536,Chairs,42.99,48.15,8,5.16
"Sanford Markers, Water Color",OFF-AR-10003066,Art,25.99,32.75,14,6.76
"Hoover Blender, Black",OFF-AP-10000818,Appliances,47.99,58.55,15,10.56
"SanDisk Numeric Keypad, USB",TEC-AC-10004317,Accessories,52.99,68.36,14,15.37
"Wilson Jones Binder, Clear",OFF-BI-10002935,Binders,11.99,13.55,5,1.56
"Panasonic Phone, Durable",TEC-MA-10003261,Machines,75.99,97.27,15,21.28
"Binney & Smith Canvas, Easy-Erase",OFF-AR-10003633,Art,51.99,60.83,6,8.84
"Acco Hole Reinforcements, Economy",OFF-BI-10002083,Binders,6.99,8.11,16,1.12
"HP Fax Machine, Digital",TEC-CO-10002769,Copiers,254.99,298.34,0,43.35
"Hamilton Beach Coffee Grinder, Black",OFF-AP-10002577,Appliances,41.99,47.03,5,5.04
"KitchenAid Stove, White",OFF-AP-10000672,Appliances,567.99,709.99,12,142.0
"Kraft Peel and Seal, Security-Tint",OFF-EN-10003080,Envelopes,22.99,29.2,7,6.21
"Brother Fax Machine, Laser",TEC-CO-10000013,Copiers,318.99,395.55,18,76.56
"Bevis Coffee Table, with Bottom Storage",FUR-TA-10004132,Tables,206.99,264.95,10,57.96
"Safco Floating Shelf Set, Pine",FUR-BO-10002182,Bookcases,177.99,211.81,17,33.82
"Breville Coffee Grinder, White",OFF-AP-10003717,Appliances,53.99,66.41,14,12.42
"Cameo Peel and Seal, Recycled",OFF-EN-10003533,Envelopes,9.99,11.79,7,1.8
"Enermax Memory Card, Erganomic",TEC-AC-10002158,Accessories,55.99,68.87,10,12.88
"Cuisinart Microwave, Red",OFF-AP-10001593,Appliances,250.99,291.15,8,40.16
"Nokia Speaker Phone, VoIP",TEC-PH-10003513,Phones,73.99,85.09,0,11.1
"Sauder Library with Doors, Pine",FUR-BO-10001892,Bookcases,193.99,238.61,3,44.62
"Konica Calculator, Red",TEC-MA-10000687,Machines,40.99,49.19,20,8.2
"Hamilton Beach Refrigerator, Red",OFF-AP-10000540,Appliances,449.99,530.99,10,81.0
"Jiffy Manila Envelope, Set of 50",OFF-EN-10004677,Envelopes,25.99,30.41,18,4.42
"SAFCO Steel Folding Chair, Black",FUR-CH-10000488,Chairs,66.99,78.38,5,11.39
"Ikea Library with Doors, Pine",FUR-BO-10000967,Bookcases,364.99,408.79,10,43.8
"HP Personal Copier, Laser",TEC-CO-10003807,Copiers,123.99,159.95,1,35.96
"Stiletto Box Cutter, Steel",OFF-SU-10001983,Supplies,34.99,39.89,15,4.9
"Dania 3-Shelf Cabinet, Mobile",FUR-BO-10003554,Bookcases,143.99,174.23,5,30.24
"BIC Pencil Sharpener, Water Color",OFF-AR-10001110,Art,15.99,17.91,10,1.92
"Fellowes Box, Blue",OFF-ST-10003132,Storage,17.99,22.13,14,4.14
"Boston Sketch Pad, Fluorescent",OFF-AR-10002165,Art,49.99,54.99,4,5.0
"Avery Binder Covers, Durable",OFF-BI-10000368,Binders,12.99,14.42,13,1.43
"Stiletto Letter Opener, High Speed",OFF-SU-10001125,Supplies,27.99,31.07,18,3.08
"Wilson Jones Binding Machine, Durable",OFF-BI-10001820,Binders,49.99,61.49,10,11.5
"Novimex Chairmat, Adjustable",FUR-CH-10003249,Chairs,52.99,60.41,16,7.42
"Panasonic Phone, White",TEC-MA-10004323,Machines,70.99,88.74,5,17.75
"Hewlett Personal Copier, Laser",TEC-CO-10000228,Copiers,122.99,136.52,9,13.53
"Cardinal Index Tab, Clear",OFF-BI-10000121,Binders,6.99,8.18,6,1.19
"Panasonic Inkjet, Red",TEC-MA-10001009,Machines,308.99,380.06,17,71.07
"Sanford Canvas, Easy-Erase",OFF-AR-10000409,Art,50.99,66.29,15,15.3
"Acco Binder Covers, Economy",OFF-BI-10003058,Binders,12.99,16.89,4,3.9
"Office Star Chairmat, Red",FUR-CH-10003772,Chairs,58.99,73.74,10,14.75
"Stanley Canvas, Blue",OFF-AR-10001720,Art,48.99,63.69,8,14.7
"KitchenAid Microwave, Red",OFF-AP-10000005,Appliances,309.99,350.29,14,40.3
"Kraft Peel and Seal, Set of 50",OFF-EN-10003392,Envelopes,9.99,11.49,12,1.5
"Advantus Rubber Bands, Bulk Pack",OFF-FA-10004734,Fasteners,7.99,9.11,20,1.12
"Kleencut Shears, Steel",OFF-SU-10003343,Supplies,45.99,52.89,18,6.9
"Green Bar Parchment Paper, Premium",OFF-PA-10000961,Paper,16.99,20.73,0,3.74
"Belkin Flash Drive, Erganomic",TEC-AC-10002204,Accessories,39.99,46.39,19,6.4
"Cisco Office Telephone, with Caller ID",TEC-PH-10001470,Phones,67.99,82.27,10,14.28
"Smead File Folder Labels, 5000 Label Set",OFF-LA-10004148,Labels,8.99,10.16,11,1.17
"BIC Pencil Sharpener, Blue",OFF-AR-10003117,Art,28.99,37.69,14,8.7
"GlobeWeis Business Envelopes, with clear poly window",OFF-EN-10001997,Envelopes,18.99,23.74,8,4.75
"Memorex Flash Drive, Erganomic",TEC-AC-10001030,Accessories,13.99,15.81,19,1.82
"Canon Fax Machine, Color",TEC-CO-10003608,Copiers,159.99,199.99,5,40.0
"Sharp Ink, Color",TEC-CO-10003525,Copiers,106.99,124.11,18,17.12
"Hoover Toaster, Red",OFF-AP-10003971,Appliances,74.99,95.99,17,21.0
"Green Bar Message Books, Recycled",OFF-PA-10002196,Paper,20.99,25.82,2,4.83
"Xerox Message Books, 8.5 x 11",OFF-PA-10004145,Paper,21.99,24.63,4,2.64
"Belkin Memory Card, Bluetooth",TEC-AC-10004997,Accessories,102.99,124.62,2,21.63
"Bush 3-Shelf Cabinet, Mobile",FUR-BO-10004327,Bookcases,145.99,167.89,7,21.9
"Deflect-O Door Stop, Duo Pack",FUR-FU-10004579,Furnishings,43.99,56.75,4,12.76
"Tenex Box, Industrial",OFF-ST-10003764,Storage,14.99,16.94,7,1.95
"Tenex Lockers, Single Width",OFF-ST-10004020,Storage,183.99,226.31,20,42.32
"Panasonic Calculator, Wireless",TEC-MA-10001279,Machines,49.99,59.99,9,10.0
"Bush Library with Doors, Metal",FUR-BO-10000490,Bookcases,326.99,398.93,12,71.94
"Apple Headset, Cordless",TEC-PH-10000705,Phones,75.99,85.11,6,9.12
"StarTech Receipt Printer, Durable",TEC-MA-10003478,Machines,110.99,134.3,20,23.31
"Bush Library with Doors, Pine",FUR-BO-10000268,Bookcases,182.99,226.91,14,43.92
"Green Bar Memo Slips, Multicolor",OFF-PA-10002534,Paper,8.99,10.16,0,1.17
"Hon Round Table, with Bottom Storage",FUR-TA-10002411,Tables,257.99,327.65,10,69.66
"Harbour Creations Shipping Labels, Alphabetical",OFF-LA-10004487,Labels,10.99,12.75,1,1.76
"Dania Floating Shelf Set, Pine",FUR-BO-10001888,Bookcases,153.99,180.17,7,26.18
"Smead Trays, Industrial",OFF-ST-10001460,Storage,43.99,54.99,20,11.0
"Fellowes Lockers, Wire Frame",OFF-ST-10002159,Storage,123.99,142.59,12,18.6
"Stanley Canvas, Fluorescent",OFF-AR-10002681,Art,45.99,56.57,5,10.58
"Nokia Headset, with Caller ID",TEC-PH-10000070,Phones,43.99,54.11,6,10.12
"Cardinal 3-Hole Punch, Durable",OFF-BI-10003774,Binders,29.99,37.19,13,7.2
"Stockwell Push Pins, Bulk Pack",OFF-FA-10000429,Fasteners,13.99,18.19,9,4.2
"Hon Legal Exhibit Labels, Adjustable",OFF-LA-10001618,Labels,8.99,11.15,13,2.16
"Tenex Box, Wire Frame",OFF-ST-10004097,Storage,13.99,17.63,10,3.64
"Belkin Numeric Keypad, Erganomic",TEC-AC-10001251,Accessories,58.99,66.66,10,7.67
"Bush Corner Shelving, Pine",FUR-BO-10004704,Bookcases,124.99,139.99,20,15.0
"Xerox Computer Printout Paper, 8.5 x 11",OFF-PA-10001371,Paper,29.99,35.39,7,5.4
"Fellowes Shelving, Wire Frame",OFF-ST-10000127,Storage,50.99,65.78,12,14.79
"Office Star Bag Chairs, Red",FUR-CH-10004969,Chairs,49.99,61.49,6,11.5
"Boston Highlighters, Water Color",OFF-AR-10003247,Art,21.99,25.95,4,3.96
"Tenex Shelving, Industrial",OFF-ST-10003414,Storage,49.99,54.99,18,5.0
"HP Ink, High-Speed",TEC-CO-10004558,Copiers,62.99,71.18,1,8.19
"Boston Markers, Fluorescent",OFF-AR-10003005,Art,27.99,33.03,8,5.04
"Tenex Clock, Erganomic",FUR-FU-10002539,Furnishings,48.99,63.69,5,14.7
"Cisco Speaker Phone, with Caller ID",TEC-PH-10001014,Phones,137.99,173.87,3,35.88
"Cuisinart Toaster, Silver",OFF-AP-10000172,Appliances,53.99,61.01,2,7.02
"Kraft Clasp Envelope, Recycled",OFF-EN-10000476,Envelopes,7.99,9.11,5,1.12
"Konica Inkjet, Wireless",TEC-MA-10000982,Machines,312.99,344.29,4,31.3
"Ikea Classic Bookcase, Mobile",FUR-BO-10001133,Bookcases,372.99,436.4,13,63.41
"Nokia Headset, VoIP",TEC-PH-10000810,Phones,36.99,43.65,3,6.66
"Tenex File Cart, Blue",OFF-ST-10000430,Storage,119.99,139.19,10,19.2
"Apple Speaker Phone, Cordless",TEC-PH-10000494,Phones,125.99,142.37,8,16.38
"Dania 3-Shelf Cabinet, Pine",FUR-BO-10003903,Bookcases,128.99,163.82,18,34.83
"Ibico Binder Covers, Clear",OFF-BI-10001124,Binders,12.99,15.72,7,2.73
"Dania 3-Shelf Cabinet, Traditional",FUR-BO-10001003,Bookcases,140.99,166.37,15,25.38
"Sauder Corner Shelving, Metal",FUR-BO-10000895,Bookcases,146.99,188.15,16,41.16
"Motorola Speaker Phone, Full Size",TEC-PH-10004297,Phones,130.99,165.05,16,34.06
"Cisco Signal Booster, Cordless",TEC-PH-10000037,Phones,130.99,168.98,6,37.99
"Green Bar Note Cards, 8.5 x 11",OFF-PA-10001537,Paper,29.99,38.69,9,8.7
"Stockwell Clamps, 12 Pack",OFF-FA-10002715,Fasteners,18.99,24.69,9,5.7
"Enermax Flash Drive, Bluetooth",TEC-AC-10000254,Accessories,41.99,54.59,17,12.6
"Wilson Jones Binder, Recycled",OFF-BI-10000880,Binders,6.99,8.11,4,1.12
"Avery Legal Exhibit Labels, Adjustable",OFF-LA-10000707,Labels,8.99,10.43,13,1.44
"Binney & Smith Pencil Sharpener, Water Color",OFF-AR-10002382,Art,26.99,35.09,16,8.1
"Smead Lockers, Wire Frame",OFF-ST-10002900,Storage,196.99,236.39,0,39.4
"Bush Floating Shelf Set, Metal",FUR-BO-10004430,Bookcases,170.99,193.22,11,22.23
"Hon Computer Table, Fully Assembled",FUR-TA-10003690,Tables,320.99,410.87,13,89.88
"Harbour Creations Chairmat, Adjustable",FUR-CH-10003355,Chairs,66.99,87.09,2,20.1
"Jiffy Business Envelopes, Recycled",OFF-EN-10003904,Envelopes,14.99,19.49,13,4.5
"Fellowes Folders, Industrial",OFF-ST-10002042,Storage,12.99,15.85,15,2.86
"Harbour Creations Executive Leather Armchair, Adjustable",FUR-CH-10000546,Chairs,237.99,273.69,8,35.7
"Stockwell Staples, 12 Pack",OFF-FA-10003818,Fasteners,9.99,11.79,8,1.8
"Eldon File Cart, Blue",OFF-ST-10000922,Storage,113.99,135.65,4,21.66
"Cisco Office Telephone, Full Size",TEC-PH-10004450,Phones,81.99,91.01,11,9.02
"GlobeWeis Peel and Seal, with clear poly window",OFF-EN-10002015,Envelopes,24.99,28.99,5,4.0
"Boston Pens, Fluorescent",OFF-AR-10000724,Art,14.99,19.49,7,4.5
"Xerox Computer Printout Paper, Multicolor",OFF-PA-10002755,Paper,27.99,32.19,8,4.2
"Cameo Manila Envelope, Security-Tint",OFF-EN-10003381,Envelopes,28.99,36.24,2,7.25
"Boston Pens, Easy-Erase",OFF-AR-10004986,Art,13.99,16.65,16,2.66
"Novimex Swivel Stool, Black",FUR-CH-10002610,Chairs,145.99,166.43,13,20.44
"KitchenAid Toaster, Black",OFF-AP-10004946,Appliances,84.99,102.84,8,17.85
"Advantus Clamps, Assorted Sizes",OFF-FA-10000670,Fasteners,14.99,17.24,5,2.25
"Memorex Keyboard, Bluetooth",TEC-AC-10000097,Accessories,70.99,90.87,20,19.88
"Motorola Speaker Phone, VoIP",TEC-PH-10004105,Phones,129.99,166.39,16,36.4
"Green Bar Cards & Envelopes, Multicolor",OFF-PA-10002040,Paper,24.99,28.24,6,3.25
"Smead Lockers, Blue",OFF-ST-10002506,Storage,98.99,127.7,6,28.71
"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",OFF-LA-10002353,Labels,4.99,5.64,16,0.65
"Ames Peel and Seal, Security-Tint",OFF-EN-10003271,Envelopes,20.99,24.14,10,3.15
"Novimex Steel Folding Chair, Red",FUR-CH-10002085,Chairs,73.99,81.39,20,7.4
"Kleencut Letter Opener, High Speed",OFF-SU-10002653,Supplies,12.99,16.24,19,3.25
"Hon Legal Exhibit Labels, 5000 Label Set",OFF-LA-10004058,Labels,5.99,6.65,1,0.66
"Hamilton Beach Blender, Black",OFF-AP-10000258,Appliances,61.99,75.01,1,13.02
"Logitech Flash Drive, Programmable",TEC-AC-10004117,Accessories,31.99,40.31,1,8.32
"Hamilton Beach Blender, White",OFF-AP-10003758,Appliances,28.99,32.18,13,3.19
"Kleencut Box Cutter, Serrated",OFF-SU-10002544,Supplies,15.99,19.99,11,4.0
"Epson Card Printer, Wireless",TEC-MA-10001142,Machines,169.99,186.99,8,17.0
"Cuisinart Stove, Red",OFF-AP-10004572,Appliances,483.99,619.51,18,135.52
"Avery Color Coded Labels, Alphabetical",OFF-LA-10000709,Labels,12.99,15.72,18,2.73
"SanDisk Router, USB",TEC-AC-10000007,Accessories,256.99,316.1,18,59.11
"Enermax Keyboard, Erganomic",TEC-AC-10001089,Accessories,80.99,99.62,12,18.63
"Tenex Trays, Wire Frame",OFF-ST-10004473,Storage,52.99,66.77,1,13.78
"Fellowes Shelving, Blue",OFF-ST-10002902,Storage,51.99,63.95,11,11.96
"Hon Rocking Chair, Black",FUR-CH-10002002,Chairs,114.99,136.84,8,21.85
"Hon Swivel Stool, Black",FUR-CH-10001237,Chairs,144.99,168.19,12,23.2
"Samsung Audio Dock, Cordless",TEC-PH-10001732,Phones,169.99,188.69,0,18.7
"Kleencut Scissors, Serrated",OFF-SU-10004230,Supplies,18.99,24.69,19,5.7
"Konica Receipt Printer, Red",TEC-MA-10002931,Machines,118.99,141.6,11,22.61
"Wilson Jones Binding Machine, Clear",OFF-BI-10004195,Binders,47.99,59.51,16,11.52
"BIC Markers, Fluorescent",OFF-AR-10000266,Art,27.99,33.87,20,5.88
"Cameo Business Envelopes, Security-Tint",OFF-EN-10002013,Envelopes,16.99,20.05,4,3.06
"Sharp Ink, Digital",TEC-CO-10002550,Copiers,123.99,159.95,18,35.96
"Harbour Creations Round Labels, Alphabetical",OFF-LA-10000648,Labels,6.99,8.81,19,1.82
"Belkin Flash Drive, Bluetooth",TEC-AC-10004586,Accessories,20.99,25.4,8,4.41
"Advantus Photo Frame, Durable",FUR-FU-10003046,Furnishings,19.99,23.39,17,3.4
"Stockwell Thumb Tacks, Bulk Pack",OFF-FA-10000856,Fasteners,6.99,7.76,20,0.77
"BIC Sketch Pad, Blue",OFF-AR-10004151,Art,23.99,30.47,2,6.48
"Memorex Router, USB",TEC-AC-10003577,Accessories,245.99,305.03,6,59.04
"Smead File Folder Labels, Laser Printer Compatible",OFF-LA-10003217,Labels,3.99,5.07,10,1.08
"Hamilton Beach Coffee Grinder, Red",OFF-AP-10004665,Appliances,37.99,44.83,9,6.84
"Rogers Shelving, Industrial",OFF-ST-10004482,Storage,62.99,74.33,15,11.34
"Sauder Stackable Bookrack, Mobile",FUR-BO-10000120,Bookcases,131.99,150.47,8,18.48
"HP Fax Machine, High-Speed",TEC-CO-10003083,Copiers,297.99,330.77,0,32.78
"Boston Pens, Water Color",OFF-AR-10003384,Art,16.99,18.86,17,1.87
"Binney & Smith Markers, Easy-Erase",OFF-AR-10000307,Art,23.99,31.19,13,7.2
"Brother Fax Machine, Digital",TEC-CO-10001678,Copiers,317.99,384.77,6,66.78
"Kleencut Ruler, High Speed",OFF-SU-10003511,Supplies,13.99,17.63,4,3.64
"Xerox Message Books, Premium",OFF-PA-10001650,Paper,19.99,22.19,7,2.2
"Sauder 3-Shelf Cabinet, Mobile",FUR-BO-10003028,Bookcases,168.99,199.41,17,30.42
"Stanley Pencil Sharpener, Easy-Erase",OFF-AR-10000953,Art,25.99,28.85,1,2.86
"Apple Headset, Full Size",TEC-PH-10004028,Phones,66.99,77.71,3,10.72
"GlobeWeis Peel and Seal, Set of 50",OFF-EN-10004597,Envelopes,20.99,25.19,8,4.2
"Epson Receipt Printer, White",TEC-MA-10002043,Machines,103.99,126.87,5,22.88
"Accos Paper Clips, Assorted Sizes",OFF-FA-10001530,Fasteners,13.99,17.77,18,3.78
"Sharp Wireless Fax, High-Speed",TEC-CO-10001191,Copiers,300.99,373.23,13,72.24
"Harbour Creations Steel Folding Chair, Set of Two",FUR-CH-10003440,Chairs,89.99,107.09,5,17.1
"Cardinal Index Tab, Economy",OFF-BI-10003724,Binders,7.99,10.15,8,2.16
"Breville Blender, White",OFF-AP-10000977,Appliances,81.99,92.65,3,10.66
"Bush Stackable Bookrack, Pine",FUR-BO-10001405,Bookcases,111.99,123.19,5,11.2
"Rubbermaid Photo Frame, Erganomic",FUR-FU-10002094,Furnishings,29.99,37.49,7,7.5
"Dania Library with Doors, Mobile",FUR-BO-10003738,Bookcases,364.99,427.04,12,62.05
"Xerox Memo Slips, Premium",OFF-PA-10004429,Paper,13.99,15.95,2,1.96
"Advantus Paper Clips, Assorted Sizes",OFF-FA-10002728,Fasteners,13.99,16.37,12,2.38
"Brother Fax and Copier, Color",TEC-CO-10002242,Copiers,192.99,237.38,0,44.39
"Motorola Speaker Phone, Cordless",TEC-PH-10001163,Phones,79.99,89.59,15,9.6
"Harbour Creations Chairmat, Black",FUR-CH-10002970,Chairs,62.99,79.37,10,16.38
"Rubbermaid Photo Frame, Durable",FUR-FU-10000225,Furnishings,48.99,63.69,5,14.7
"Ames Business Envelopes, Recycled",OFF-EN-10000053,Envelopes,12.99,16.76,17,3.77
"Sharp Ink, Laser",TEC-CO-10002244,Copiers,123.99,151.27,20,27.28
"Rubbermaid Light Bulb, Erganomic",FUR-FU-10000567,Furnishings,11.99,15.11,1,3.12
"Bush Classic Bookcase, Traditional",FUR-BO-10003991,Bookcases,370.99,419.22,3,48.23
"Advantus Staples, Bulk Pack",OFF-FA-10000046,Fasteners,10.99,12.64,14,1.65
"GlobeWeis Manila Envelope, Recycled",OFF-EN-10002410,Envelopes,25.99,30.15,15,4.16
"Cisco Smart Phone, with Caller ID",TEC-PH-10002623,Phones,555.99,700.55,14,144.56
"Binney & Smith Pencil Sharpener, Easy-Erase",OFF-AR-10001529,Art,27.99,30.79,3,2.8
"Advantus Clock, Duo Pack",FUR-FU-10001436,Furnishings,50.99,57.62,20,6.63
"Advantus Photo Frame, Black",FUR-FU-10003862,Furnishings,52.99,62.0,5,9.01
"Logitech Router, Programmable",TEC-AC-10004571,Accessories,223.99,266.55,6,42.56
"StarTech Phone, White",TEC-MA-10004896,Machines,72.99,89.78,6,16.79
"Acme Scissors, Easy Grip",OFF-SU-10000877,Supplies,26.99,34.01,11,7.02
"Nokia Office Telephone, VoIP",TEC-PH-10004882,Phones,38.99,44.06,7,5.07
"SanDisk Message Books, Premium",OFF-PA-10001722,Paper,23.99,29.75,13,5.76
"Green Bar Message Books, Multicolor",OFF-PA-10000522,Paper,24.99,31.24,1,6.25
"Hoover Microwave, Red",OFF-AP-10002361,Appliances,277.99,314.13,8,36.14
"Konica Receipt Printer, White",TEC-MA-10004655,Machines,102.99,123.59,6,20.6
"Fellowes Shelving, Industrial",OFF-ST-10002340,Storage,51.99,63.95,2,11.96
"Rubbermaid Frame, Duo Pack",FUR-FU-10001438,Furnishings,109.99,135.29,2,25.3
"Memorex Numeric Keypad, Erganomic",TEC-AC-10001666,Accessories,46.99,55.92,20,8.93
"Avery Round Labels, Alphabetical",OFF-LA-10001793,Labels,6.99,8.88,5,1.89
"Nokia Smart Phone, Full Size",TEC-PH-10004505,Phones,541.99,639.55,7,97.56
"SAFCO Rocking Chair, Red",FUR-CH-10002974,Chairs,120.99,136.72,17,15.73
"Advantus Push Pins, Assorted Sizes",OFF-FA-10003139,Fasteners,11.99,14.51,10,2.52
"Safco Classic Bookcase, Mobile",FUR-BO-10002892,Bookcases,440.99,568.88,10,127.89
"Smead Legal Exhibit Labels, Laser Printer Compatible",OFF-LA-10004285,Labels,10.99,13.52,18,2.53
