,DATE,MONTH,YEAR,PRODUCT_ID,PRODUCT_NAME,CATEGORY,BUY_PRICE,SELL_PRICE,QUANTITY,SALES,PROFIT_PER_ITEM,PROFIT
4887,2022-10-14,10,2022,TEC-PH-10002935,"Samsung Smart Phone, VoIP",Phones,635.99,788.63,3,1907.97,152.64,457.92
4888,2022-10-14,10,2022,TEC-CO-10002673,"Brother Fax and Copier, Laser",Copiers,190.99,233.01,3,572.97,42.02,126.06
4889,2022-10-14,10,2022,OFF-LA-10004132,"Smead Color Coded Labels, Alphabetical",Labels,12.99,15.2,4,51.96,2.21,8.84
4890,2022-10-14,10,2022,OFF-AP-10004665,"Hamilton Beach Coffee Grinder, Red",Appliances,37.99,47.11,4,151.96,9.12,36.48
4891,2022-07-04,7,2022,OFF-ST-10004060,"Eldon Lockers, Single Width",Storage,177.99,206.47,2,355.98,28.48,56.96
4892,2022-07-04,7,2022,OFF-EN-10002736,"Cameo Clasp Envelope, with clear poly window",Envelopes,12.99,15.98,1,12.99,2.99,2.99
4893,2022-04-30,4,2022,OFF-BI-10001639,"Acco Binder, Economy",Binders,14.99,18.89,5,74.95,3.9,19.5
4894,2022-04-30,4,2022,FUR-CH-10004101,"SAFCO Swivel Stool, Adjustable",Chairs,135.99,155.03,1,135.99,19.04,19.04
4895,2019-07-11,7,2019,OFF-AP-10004183,"Breville Microwave, Red",Appliances,301.99,332.19,4,1207.96,30.2,120.8
4896,2022-02-06,2,2022,OFF-LA-10003210,"Harbour Creations File Folder Labels, Laser Printer Compatible",Labels,8.99,10.43,8,71.92,1.44,11.52
4897,2021-12-09,12,2021,OFF-ST-10004377,"Rogers File Cart, Single Width",Storage,84.99,101.99,9,764.91,17.0,153.0
4898,2021-12-09,12,2021,OFF-SU-10004902,"Fiskars Ruler, Easy Grip",Supplies,15.99,19.99,2,31.98,4.0,8.0
4899,2021-12-09,12,2021,OFF-EN-10001991,"Kraft Clasp Envelope, Set of 50",Envelopes,3.99,4.71,5,19.950000000000003,0.72,3.6
4900,2021-12-09,12,2021,OFF-ST-10000486,"Rogers Trays, Industrial",Storage,55.99,67.75,5,279.95,11.76,58.8
4901,2022-11-14,11,2022,OFF-BI-10001754,"Ibico Binder Covers, Recycled",Binders,13.99,15.95,1,13.99,1.96,1.96
4902,2022-11-14,11,2022,OFF-EN-10003933,"Kraft Manila Envelope, Security-Tint",Envelopes,28.99,37.4,5,144.95,8.41,42.05
4903,2022-11-14,11,2022,OFF-EN-10000353,"Jiffy Mailers, with clear poly window",Envelopes,40.99,51.65,2,81.98,10.66,21.32
4904,2022-05-26,5,2022,OFF-BI-10002047,"Acco Index Tab, Durable",Binders,8.99,10.7,3,26.97,1.71,5.13
4905,2022-09-25,9,2022,OFF-BI-10000542,"Wilson Jones 3-Hole Punch, Durable",Binders,28.99,37.69,2,57.98,8.7,17.4
4906,2022-09-25,9,2022,OFF-ST-10004035,"Rogers Box, Wire Frame",Storage,20.99,25.82,2,41.98,4.83,9.66
4907,2022-09-25,9,2022,TEC-CO-10002937,"Canon Ink, High-Speed",Copiers,144.99,182.69,3,434.97,37.7,113.1
4908,2021-10-15,10,2021,TEC-PH-10003513,"Nokia Speaker Phone, VoIP",Phones,73.99,94.71,12,887.8799999999999,20.72,248.64
4909,2021-10-15,10,2021,FUR-FU-10000620,"Advantus Clock, Black",Furnishings,50.99,66.29,3,152.97,15.3,45.9
4910,2021-10-15,10,2021,OFF-ST-10003153,"Tenex File Cart, Single Width",Storage,133.99,148.73,11,1473.89,14.74,162.14
4911,2019-12-11,12,2019,OFF-LA-10001265,"Hon File Folder Labels, Alphabetical",Labels,7.99,10.23,5,39.95,2.24,11.2
4912,2019-12-11,12,2019,OFF-SU-10004911,"Acme Shears, High Speed",Supplies,24.99,30.49,7,174.92999999999998,5.5,38.5
4913,2020-03-07,3,2020,OFF-ST-10004739,"Rogers Folders, Industrial",Storage,27.99,30.79,5,139.95,2.8,14.0
4914,2020-03-21,3,2020,FUR-CH-10002830,"Office Star Rocking Chair, Red",Chairs,126.99,160.01,3,380.97,33.02,99.06
4915,2020-03-21,3,2020,FUR-BO-10001324,"Sauder Floating Shelf Set, Pine",Bookcases,175.99,193.59,4,703.96,17.6,70.4
4916,2021-12-21,12,2021,FUR-BO-10001621,"Dania Stackable Bookrack, Traditional",Bookcases,120.99,135.51,8,967.92,14.52,116.16
4917,2021-12-21,12,2021,FUR-BO-10000728,"Dania Corner Shelving, Traditional",Bookcases,109.99,126.49,3,329.97,16.5,49.5
4918,2023-02-06,2,2023,TEC-AC-10000450,"Enermax Keyboard, USB",Accessories,83.99,104.99,3,251.97,21.0,63.0
4919,2022-03-13,3,2022,FUR-BO-10004388,"Ikea Library with Doors, Metal",Bookcases,180.99,204.52,3,542.97,23.53,70.59
4920,2022-08-12,8,2022,OFF-AR-10003466,"Binney & Smith Highlighters, Easy-Erase",Art,16.99,19.03,1,16.99,2.04,2.04
4921,2021-11-10,11,2021,TEC-CO-10004147,"Brother Fax and Copier, High-Speed",Copiers,189.99,246.99,9,1709.91,57.0,513.0
4922,2021-07-09,7,2021,OFF-ST-10002151,"Eldon Box, Blue",Storage,8.99,11.69,6,53.94,2.7,16.2
4923,2019-05-03,5,2019,OFF-AP-10002568,"Hamilton Beach Toaster, Black",Appliances,56.99,70.67,8,455.92,13.68,109.44
4924,2019-05-03,5,2019,OFF-ST-10000875,"Smead Shelving, Single Width",Storage,48.99,60.75,3,146.97,11.76,35.28
4925,2019-05-03,5,2019,OFF-ST-10000988,"Fellowes Folders, Blue",Storage,25.99,31.97,3,77.97,5.98,17.94
4926,2023-02-26,2,2023,OFF-AR-10001176,"Sanford Pens, Water Color",Art,13.99,15.81,3,41.97,1.82,5.46
4927,2022-04-14,4,2022,FUR-CH-10000568,"Hon Bag Chairs, Black",Chairs,33.99,40.11,2,67.98,6.12,12.24
4928,2022-04-14,4,2022,OFF-ST-10003641,"Fellowes Trays, Wire Frame",Storage,50.99,56.6,4,203.96,5.61,22.44
4929,2022-04-14,4,2022,OFF-AR-10002805,"Boston Sketch Pad, Blue",Art,48.99,59.28,2,97.98,10.29,20.58
4930,2021-09-12,9,2021,OFF-BI-10002718,"Avery Binder, Durable",Binders,13.99,17.91,5,69.95,3.92,19.6
4931,2023-03-24,3,2023,FUR-BO-10001039,"Dania Classic Bookcase, Traditional",Bookcases,204.99,231.64,4,819.96,26.65,106.6
4932,2023-03-24,3,2023,TEC-PH-10003549,"Samsung Headset, with Caller ID",Phones,43.99,54.11,7,307.93,10.12,70.84
4933,2023-03-24,3,2023,FUR-FU-10000605,"Rubbermaid Light Bulb, Black",Furnishings,18.99,23.36,2,37.98,4.37,8.74
4934,2021-09-27,9,2021,OFF-BI-10001808,"Cardinal Binding Machine, Clear",Binders,48.99,61.24,2,97.98,12.25,24.5
4935,2022-06-02,6,2022,OFF-EN-10003904,"Jiffy Business Envelopes, Recycled",Envelopes,14.99,19.49,2,29.98,4.5,9.0
4936,2022-06-02,6,2022,TEC-PH-10004910,"Samsung Signal Booster, Full Size",Phones,123.99,138.87,2,247.98,14.88,29.76
4937,2022-06-02,6,2022,OFF-AR-10004881,"Stanley Sketch Pad, Blue",Art,43.99,53.23,2,87.98,9.24,18.48
4938,2022-06-02,6,2022,OFF-AP-10004869,"KitchenAid Toaster, White",Appliances,74.99,89.24,3,224.97,14.25,42.75
4939,2019-04-04,4,2019,FUR-FU-10001252,"Eldon Clock, Erganomic",Furnishings,43.99,50.15,2,87.98,6.16,12.32
4940,2019-04-04,4,2019,OFF-AR-10002433,"Stanley Pens, Easy-Erase",Art,9.99,11.99,2,19.98,2.0,4.0
4941,2019-10-29,10,2019,FUR-CH-10004676,"Office Star Rocking Chair, Black",Chairs,124.99,147.49,5,624.9499999999999,22.5,112.5
4942,2023-01-05,1,2023,OFF-ST-10003414,"Tenex Shelving, Industrial",Storage,49.99,64.49,4,199.96,14.5,58.0
4943,2022-09-25,9,2022,FUR-FU-10002539,"Tenex Clock, Erganomic",Furnishings,48.99,59.77,7,342.93,10.78,75.46
4944,2020-03-27,3,2020,FUR-CH-10004774,"Novimex Executive Leather Armchair, Red",Chairs,459.99,584.19,6,2759.94,124.2,745.2
4945,2022-01-15,1,2022,OFF-BI-10004554,"Avery Index Tab, Clear",Binders,5.99,6.95,3,17.97,0.96,2.88
4946,2022-01-15,1,2022,OFF-LA-10003591,"Smead Removable Labels, Laser Printer Compatible",Labels,9.99,11.59,3,29.97,1.6,4.8
4947,2022-01-15,1,2022,OFF-EN-10003069,"Ames Mailers, Set of 50",Envelopes,35.99,43.91,6,215.94,7.92,47.52
4948,2020-12-27,12,2020,FUR-BO-10000279,"Dania Classic Bookcase, Pine",Bookcases,370.99,463.74,1,370.99,92.75,92.75
4949,2020-12-27,12,2020,FUR-FU-10003986,"Rubbermaid Door Stop, Black",Furnishings,43.99,55.87,2,87.98,11.88,23.76
4950,2020-12-27,12,2020,OFF-LA-10000508,"Harbour Creations Round Labels, 5000 Label Set",Labels,6.99,8.04,2,13.98,1.05,2.1
4951,2020-12-27,12,2020,OFF-EN-10003962,"GlobeWeis Clasp Envelope, Set of 50",Envelopes,9.99,12.89,3,29.97,2.9,8.7
4952,2023-02-27,2,2023,OFF-PA-10001971,"Eaton Cards & Envelopes, Premium",Paper,44.99,51.29,7,314.93,6.3,44.1
4953,2023-02-27,2,2023,OFF-ST-10004855,"Smead Lockers, Industrial",Storage,178.99,221.95,4,715.96,42.96,171.84
4954,2023-02-27,2,2023,FUR-BO-10004055,"Safco Corner Shelving, Metal",Bookcases,148.99,175.81,7,1042.93,26.82,187.74
4955,2023-02-27,2,2023,TEC-AC-10004679,"Enermax Flash Drive, Programmable",Accessories,42.99,53.74,5,214.95,10.75,53.75
4956,2023-02-27,2,2023,FUR-BO-10003103,"Ikea Classic Bookcase, Metal",Bookcases,369.99,436.59,3,1109.97,66.6,199.8
4957,2023-02-27,2,2023,OFF-AR-10000184,"Boston Pencil Sharpener, Water Color",Art,31.99,39.03,9,287.91,7.04,63.36
4958,2023-02-27,2,2023,TEC-CO-10002326,"Canon Copy Machine, Color",Copiers,263.99,298.31,2,527.98,34.32,68.64
4959,2021-11-30,11,2021,OFF-AR-10000659,"BIC Pencil Sharpener, Fluorescent",Art,29.99,34.79,3,89.97,4.8,14.4
4960,2021-11-30,11,2021,OFF-AR-10002116,"BIC Pens, Fluorescent",Art,15.99,17.91,4,63.96,1.92,7.68
4961,2021-11-30,11,2021,OFF-AR-10002382,"Binney & Smith Pencil Sharpener, Water Color",Art,26.99,33.47,5,134.95,6.48,32.4
4962,2021-11-30,11,2021,OFF-LA-10004007,"Harbour Creations Color Coded Labels, Adjustable",Labels,10.99,14.29,3,32.97,3.3,9.9
4963,2021-11-30,11,2021,OFF-FA-10000256,"Advantus Clamps, Bulk Pack",Fasteners,16.99,18.86,4,67.96,1.87,7.48
4964,2021-11-30,11,2021,OFF-AR-10002156,"Stanley Highlighters, Blue",Art,14.99,19.04,6,89.94,4.05,24.3
4965,2021-11-30,11,2021,TEC-MA-10003198,"Konica Phone, White",Machines,84.99,101.99,3,254.97,17.0,51.0
4966,2021-11-30,11,2021,OFF-PA-10002616,"Green Bar Parchment Paper, Multicolor",Paper,17.99,22.67,3,53.97,4.68,14.04
4967,2022-04-16,4,2022,OFF-AR-10001759,"Sanford Sketch Pad, Fluorescent",Art,46.99,58.74,2,93.98,11.75,23.5
4968,2022-04-16,4,2022,OFF-ST-10002608,"Eldon Box, Industrial",Storage,9.99,11.29,2,19.98,1.3,2.6
4969,2021-03-05,3,2021,OFF-BI-10004446,"Acco Binding Machine, Economy",Binders,25.99,33.79,3,77.97,7.8,23.4
4970,2021-03-05,3,2021,OFF-AP-10003618,"Hoover Refrigerator, Silver",Appliances,526.99,606.04,2,1053.98,79.05,158.1
4971,2021-03-05,3,2021,OFF-LA-10002733,"Novimex File Folder Labels, Alphabetical",Labels,7.99,9.27,7,55.93,1.28,8.96
4972,2022-08-12,8,2022,FUR-FU-10001169,"Rubbermaid Clock, Duo Pack",Furnishings,49.99,60.49,2,99.98,10.5,21.0
4973,2020-11-01,11,2020,OFF-LA-10004132,"Smead Color Coded Labels, Alphabetical",Labels,12.99,15.2,2,25.98,2.21,4.42
4974,2020-11-01,11,2020,OFF-BI-10001723,"Avery Binder, Clear",Binders,11.99,15.35,4,47.96,3.36,13.44
4975,2020-11-01,11,2020,TEC-CO-10004662,"Hewlett Fax Machine, Color",Copiers,320.99,404.45,3,962.97,83.46,250.38
4976,2021-09-27,9,2021,TEC-MA-10003515,"Panasonic Printer, Red",Machines,236.99,272.54,2,473.98,35.55,71.1
4977,2021-02-28,2,2021,TEC-CO-10002659,"Sharp Fax Machine, Color",Copiers,296.99,362.33,4,1187.96,65.34,261.36
4978,2021-02-28,2,2021,OFF-AR-10001462,"Stanley Highlighters, Fluorescent",Art,15.99,18.71,7,111.93,2.72,19.04
4979,2021-02-28,2,2021,OFF-LA-10002943,"Novimex Removable Labels, Laser Printer Compatible",Labels,9.99,11.99,3,29.97,2.0,6.0
4980,2021-02-28,2,2021,OFF-SU-10001633,"Stiletto Letter Opener, Easy Grip",Supplies,14.99,17.24,3,44.97,2.25,6.75
4981,2023-01-29,1,2023,OFF-BI-10003058,"Acco Binder Covers, Economy",Binders,12.99,16.37,3,38.97,3.38,10.14
4982,2021-05-21,5,2021,TEC-CO-10003307,"Hewlett Fax and Copier, Digital",Copiers,192.99,231.59,7,1350.93,38.6,270.2
4983,2019-09-28,9,2019,OFF-LA-10003283,"Harbour Creations Removable Labels, Adjustable",Labels,7.99,10.15,2,15.98,2.16,4.32
4984,2021-07-13,7,2021,OFF-ST-10000486,"Rogers Trays, Industrial",Storage,55.99,67.75,6,335.94,11.76,70.56
4985,2019-06-09,6,2019,OFF-AR-10003651,"Sanford Pens, Easy-Erase",Art,10.99,12.42,6,65.94,1.43,8.58
4986,2019-06-09,6,2019,OFF-BI-10003705,"Wilson Jones Binding Machine, Recycled",Binders,48.99,60.26,3,146.97,11.27,33.81
4987,2019-06-09,6,2019,OFF-SU-10001992,"Stiletto Ruler, Serrated",Supplies,11.99,13.91,2,23.98,1.92,3.84
4988,2021-11-27,11,2021,OFF-AP-10001568,"Hamilton Beach Toaster, Silver",Appliances,57.99,68.43,2,115.98,10.44,20.88
4989,2021-11-27,11,2021,FUR-FU-10004483,"Deflect-O Light Bulb, Durable",Furnishings,15.99,19.19,4,63.96,3.2,12.8
4990,2021-11-27,11,2021,OFF-EN-10004759,"Cameo Interoffice Envelope, Recycled",Envelopes,45.99,55.19,3,137.97,9.2,27.6
4991,2021-11-27,11,2021,OFF-LA-10000379,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",Labels,10.99,13.19,6,65.94,2.2,13.2
4992,2023-03-24,3,2023,OFF-SU-10003866,"Acme Ruler, Easy Grip",Supplies,8.99,10.52,4,35.96,1.53,6.12
4993,2023-03-24,3,2023,TEC-MA-10004896,"StarTech Phone, White",Machines,72.99,87.59,1,72.99,14.6,14.6
4994,2023-03-24,3,2023,OFF-BI-10002894,"Avery Binding Machine, Durable",Binders,49.99,55.99,2,99.98,6.0,12.0
4995,2023-03-24,3,2023,TEC-MA-10001335,"Epson Printer, Durable",Machines,222.99,285.43,2,445.98,62.44,124.88
4996,2022-11-19,11,2022,OFF-AP-10003618,"Hoover Refrigerator, Silver",Appliances,526.99,606.04,2,1053.98,79.05,158.1
4997,2020-09-14,9,2020,OFF-FA-10002803,"Accos Staples, Metal",Fasteners,10.99,13.85,14,153.86,2.86,40.04
4998,2022-03-27,3,2022,TEC-AC-10003343,"Logitech Flash Drive, Erganomic",Accessories,27.99,33.31,3,83.97,5.32,15.96
4999,2021-12-26,12,2021,OFF-ST-10004695,"Fellowes File Cart, Blue",Storage,123.99,141.35,2,247.98,17.36,34.72
5000,2020-10-19,10,2020,OFF-BI-10001055,"Wilson Jones Hole Reinforcements, Durable",Binders,5.99,7.73,3,17.97,1.74,5.22
5001,2020-10-19,10,2020,OFF-FA-10001026,"Stockwell Staples, Metal",Fasteners,10.99,12.97,4,43.96,1.98,7.92
5002,2023-03-31,3,2023,TEC-CO-10002284,"Hewlett Copy Machine, Color",Copiers,264.99,339.19,2,529.98,74.2,148.4
5003,2022-03-13,3,2022,OFF-AR-10000316,"Stanley Pens, Blue",Art,9.99,12.29,3,29.97,2.3,6.9
5004,2019-05-03,5,2019,OFF-BI-10003650,"Ibico Index Tab, Clear",Binders,8.99,10.88,2,17.98,1.89,3.78
5005,2022-03-30,3,2022,OFF-SU-10004524,"Kleencut Box Cutter, High Speed",Supplies,34.99,42.69,2,69.98,7.7,15.4
5006,2022-03-30,3,2022,FUR-CH-10004194,"Novimex Bag Chairs, Red",Chairs,40.99,47.96,4,163.96,6.97,27.88
5007,2022-03-30,3,2022,OFF-FA-10000179,"Advantus Paper Clips, Metal",Fasteners,12.99,14.94,5,64.95,1.95,9.75
5008,2022-03-30,3,2022,OFF-ST-10003446,"Smead Trays, Single Width",Storage,43.99,54.99,2,87.98,11.0,22.0
5009,2022-03-30,3,2022,OFF-BI-10001754,"Ibico Binder Covers, Recycled",Binders,13.99,15.95,3,41.97,1.96,5.88
5010,2019-07-19,7,2019,OFF-ST-10002042,"Fellowes Folders, Industrial",Storage,12.99,15.46,2,25.98,2.47,4.94
5011,2019-07-19,7,2019,OFF-LA-10001607,"Novimex Shipping Labels, Alphabetical",Labels,10.99,14.07,6,65.94,3.08,18.48
5012,2019-07-19,7,2019,OFF-SU-10003211,"Acme Ruler, Steel",Supplies,15.99,19.83,5,79.95,3.84,19.2
5013,2019-07-19,7,2019,OFF-BI-10000115,"Acco Hole Reinforcements, Clear",Binders,5.99,7.79,5,29.950000000000003,1.8,9.0
5014,2022-02-05,2,2022,FUR-CH-10002574,"Office Star Chairmat, Black",Chairs,56.99,67.25,4,227.96,10.26,41.04
5015,2022-02-05,2,2022,TEC-PH-10002597,"Apple Signal Booster, with Caller ID",Phones,136.99,152.06,4,547.96,15.07,60.28
5016,2020-01-22,1,2020,OFF-PA-10004267,"Enermax Parchment Paper, 8.5 x 11",Paper,19.99,25.39,6,119.94,5.4,32.4
5017,2020-01-22,1,2020,OFF-AR-10001777,"Binney & Smith Sketch Pad, Water Color",Art,49.99,60.49,5,249.95,10.5,52.5
5018,2020-01-22,1,2020,FUR-FU-10000225,"Rubbermaid Photo Frame, Durable",Furnishings,48.99,60.75,6,293.94,11.76,70.56
5019,2020-09-30,9,2020,OFF-LA-10000553,"Hon Round Labels, Laser Printer Compatible",Labels,2.99,3.53,1,2.99,0.54,0.54
5020,2023-03-18,3,2023,OFF-BI-10001754,"Ibico Binder Covers, Recycled",Binders,13.99,15.95,1,13.99,1.96,1.96
5021,2023-03-18,3,2023,OFF-EN-10003748,"Ames Mailers, with clear poly window",Envelopes,19.99,25.79,3,59.97,5.8,17.4
5022,2023-03-18,3,2023,OFF-LA-10004148,"Smead File Folder Labels, 5000 Label Set",Labels,8.99,11.51,6,53.94,2.52,15.12
5023,2023-03-18,3,2023,OFF-PA-10001858,"SanDisk Message Books, Multicolor",Paper,24.99,29.74,6,149.94,4.75,28.5
5024,2019-10-09,10,2019,TEC-AC-10000815,"Enermax Flash Drive, Erganomic",Accessories,38.99,49.52,2,77.98,10.53,21.06
5025,2019-10-09,10,2019,TEC-AC-10000827,"SanDisk Keyboard, Programmable",Accessories,82.99,105.4,8,663.92,22.41,179.28
5026,2021-05-13,5,2021,OFF-BI-10001568,"Ibico Binder Covers, Economy",Binders,13.99,16.79,9,125.91,2.8,25.2
5027,2021-05-13,5,2021,OFF-AR-10000711,"BIC Pens, Easy-Erase",Art,14.99,17.99,1,14.99,3.0,3.0
5028,2021-05-13,5,2021,OFF-ST-10003204,"Tenex Trays, Industrial",Storage,48.99,56.34,5,244.95,7.35,36.75
5029,2021-05-13,5,2021,OFF-AR-10003012,"Sanford Markers, Easy-Erase",Art,23.99,30.95,8,191.92,6.96,55.68
5030,2021-05-13,5,2021,FUR-FU-10000950,"Deflect-O Door Stop, Durable",Furnishings,40.99,45.91,3,122.97,4.92,14.76
5031,2020-11-22,11,2020,OFF-ST-10002399,"Tenex Folders, Single Width",Storage,20.99,25.19,2,41.98,4.2,8.4
5032,2020-11-22,11,2020,OFF-AR-10002805,"Boston Sketch Pad, Blue",Art,48.99,59.28,2,97.98,10.29,20.58
5033,2020-11-22,11,2020,FUR-BO-10003103,"Ikea Classic Bookcase, Metal",Bookcases,369.99,436.59,3,1109.97,66.6,199.8
5034,2021-02-24,2,2021,TEC-AC-10000170,"Memorex Keyboard, Programmable",Accessories,72.99,81.75,1,72.99,8.76,8.76
5035,2021-08-09,8,2021,OFF-BI-10001984,"Ibico Binding Machine, Economy",Binders,50.99,56.09,3,152.97,5.1,15.3
5036,2019-06-08,6,2019,OFF-LA-10001413,"Hon Shipping Labels, Laser Printer Compatible",Labels,10.99,13.08,2,21.98,2.09,4.18
5037,2022-12-18,12,2022,OFF-ST-10002271,"Rogers Shelving, Wire Frame",Storage,60.99,77.46,2,121.98,16.47,32.94
5038,2022-12-18,12,2022,OFF-AR-10003113,"Binney & Smith Pens, Blue",Art,11.99,14.39,5,59.95,2.4,12.0
5039,2021-08-06,8,2021,OFF-AR-10000467,"Sanford Markers, Fluorescent",Art,24.99,31.49,4,99.96,6.5,26.0
5040,2020-04-21,4,2020,FUR-FU-10000502,"Deflect-O Clock, Black",Furnishings,34.99,39.54,7,244.93,4.55,31.85
5041,2021-01-06,1,2021,TEC-AC-10001243,"Enermax Mouse, Bluetooth",Accessories,39.99,43.99,4,159.96,4.0,16.0
5042,2021-01-06,1,2021,OFF-BI-10003114,"Ibico Hole Reinforcements, Economy",Binders,6.99,8.32,3,20.97,1.33,3.99
5043,2022-03-20,3,2022,FUR-CH-10002974,"SAFCO Rocking Chair, Red",Chairs,120.99,145.19,4,483.96,24.2,96.8
5044,2021-04-15,4,2021,TEC-AC-10004811,"Memorex Flash Drive, USB",Accessories,29.99,32.99,3,89.97,3.0,9.0
5045,2021-04-15,4,2021,OFF-BI-10001544,"Wilson Jones Hole Reinforcements, Clear",Binders,3.99,4.75,1,3.99,0.76,0.76
5046,2021-04-15,4,2021,OFF-AP-10003909,"KitchenAid Blender, Black",Appliances,96.99,109.6,4,387.96,12.61,50.44
5047,2019-04-12,4,2019,OFF-SU-10000304,"Kleencut Ruler, Serrated",Supplies,9.99,12.49,8,79.92,2.5,20.0
5048,2019-04-13,4,2019,OFF-AR-10004884,"Sanford Pens, Fluorescent",Art,11.99,15.35,5,59.95,3.36,16.8
5049,2021-04-05,4,2021,OFF-PA-10003907,"Eaton Message Books, Premium",Paper,20.99,24.56,10,209.9,3.57,35.7
5050,2021-04-05,4,2021,OFF-AR-10002454,"Binney & Smith Canvas, Water Color",Art,54.99,70.39,3,164.97,15.4,46.2
5051,2020-09-09,9,2020,FUR-BO-10004547,"Bush Stackable Bookrack, Traditional",Bookcases,122.99,152.51,2,245.98,29.52,59.04
5052,2020-09-09,9,2020,TEC-MA-10003326,"StarTech Calculator, Durable",Machines,23.99,31.19,5,119.95,7.2,36.0
5053,2022-09-23,9,2022,FUR-FU-10002709,"Advantus Clock, Erganomic",Furnishings,49.99,62.49,4,199.96,12.5,50.0
5054,2022-08-17,8,2022,OFF-PA-10001662,"Green Bar Note Cards, Premium",Paper,14.99,17.54,3,44.97,2.55,7.65
5055,2019-06-19,6,2019,OFF-ST-10001213,"Smead Shelving, Industrial",Storage,29.99,34.49,4,119.96,4.5,18.0
5056,2019-11-19,11,2019,TEC-MA-10003326,"StarTech Calculator, Durable",Machines,23.99,31.19,2,47.98,7.2,14.4
5057,2019-11-19,11,2019,OFF-FA-10002728,"Advantus Paper Clips, Assorted Sizes",Fasteners,13.99,16.51,2,27.98,2.52,5.04
5058,2022-04-21,4,2022,OFF-LA-10002334,"Novimex Removable Labels, Adjustable",Labels,9.99,11.79,6,59.94,1.8,10.8
5059,2021-02-21,2,2021,TEC-CO-10000011,"HP Personal Copier, High-Speed",Copiers,121.99,135.41,2,243.98,13.42,26.84
5060,2021-02-21,2,2021,TEC-PH-10000292,"Samsung Office Telephone, Full Size",Phones,39.99,45.19,3,119.97,5.2,15.6
5061,2019-06-26,6,2019,TEC-PH-10001937,"Nokia Audio Dock, Full Size",Phones,150.99,172.13,1,150.99,21.14,21.14
5062,2019-06-26,6,2019,OFF-LA-10000379,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",Labels,10.99,13.19,3,32.97,2.2,6.6
5063,2020-10-09,10,2020,OFF-FA-10004754,"Advantus Rubber Bands, 12 Pack",Fasteners,15.99,19.99,1,15.99,4.0,4.0
5064,2021-04-22,4,2021,FUR-TA-10000184,"Barricks Conference Table, Fully Assembled",Tables,453.99,508.47,6,2723.94,54.48,326.88
5065,2021-04-22,4,2021,TEC-CO-10004005,"Sharp Copy Machine, Laser",Copiers,202.99,247.65,3,608.97,44.66,133.98
5066,2021-04-22,4,2021,OFF-FA-10000571,"Accos Rubber Bands, Assorted Sizes",Fasteners,13.99,15.67,1,13.99,1.68,1.68
5067,2023-03-19,3,2023,OFF-BI-10001622,"Acco 3-Hole Punch, Durable",Binders,31.99,35.51,5,159.95,3.52,17.6
5068,2023-03-26,3,2023,OFF-BI-10000734,"Avery Binding Machine, Recycled",Binders,48.99,58.79,2,97.98,9.8,19.6
5069,2022-09-17,9,2022,OFF-LA-10004737,"Avery Shipping Labels, 5000 Label Set",Labels,11.99,14.51,3,35.97,2.52,7.56
5070,2022-03-28,3,2022,OFF-BI-10001717,"Avery Hole Reinforcements, Durable",Binders,5.99,7.01,2,11.98,1.02,2.04
5071,2022-10-05,10,2022,FUR-TA-10002497,"Chromcraft Computer Table, Adjustable Height",Tables,445.99,490.59,3,1337.97,44.6,133.8
5072,2022-10-05,10,2022,FUR-CH-10004040,"Office Star Steel Folding Chair, Set of Two",Chairs,84.99,97.74,3,254.97,12.75,38.25
5073,2022-10-05,10,2022,OFF-AR-10000444,"BIC Highlighters, Blue",Art,16.99,20.73,5,84.94999999999999,3.74,18.7
5074,2022-10-05,10,2022,OFF-PA-10004069,"SanDisk Parchment Paper, 8.5 x 11",Paper,20.99,23.51,3,62.97,2.52,7.56
5075,2022-10-05,10,2022,TEC-CO-10001633,"Sharp Fax Machine, High-Speed",Copiers,293.99,332.21,3,881.97,38.22,114.66
5076,2022-10-05,10,2022,OFF-FA-10000227,"OIC Clamps, Metal",Fasteners,19.99,25.99,2,39.98,6.0,12.0
5077,2022-10-05,10,2022,OFF-BI-10002354,"Acco Binder, Clear",Binders,14.99,17.99,4,59.96,3.0,12.0
5078,2022-10-05,10,2022,OFF-PA-10002338,"Green Bar Parchment Paper, Recycled",Paper,16.99,19.88,2,33.98,2.89,5.78
5079,2022-10-05,10,2022,OFF-FA-10000474,"OIC Staples, 12 Pack",Fasteners,10.99,13.19,2,21.98,2.2,4.4
5080,2019-07-11,7,2019,OFF-EN-10003069,"Ames Mailers, Set of 50",Envelopes,35.99,43.91,3,107.97,7.92,23.76
5081,2019-07-11,7,2019,OFF-AP-10001623,"Hoover Stove, White",Appliances,282.99,311.29,7,1980.93,28.3,198.1
5082,2021-08-07,8,2021,OFF-FA-10001892,"Advantus Clamps, Metal",Fasteners,9.99,11.19,1,9.99,1.2,1.2
5083,2021-08-07,8,2021,OFF-PA-10004200,"Xerox Note Cards, Multicolor",Paper,27.99,33.87,2,55.98,5.88,11.76
5084,2022-04-27,4,2022,OFF-FA-10003930,"Stockwell Push Pins, Assorted Sizes",Fasteners,11.99,14.27,3,35.97,2.28,6.84
5085,2022-04-14,4,2022,TEC-CO-10000013,"Brother Fax Machine, Laser",Copiers,318.99,357.27,13,4146.87,38.28,497.64
